-1.87456 0.148483 2.57165e-76
1.89981 0.0244189 1.04102e-69
-1.91215 0.277691 1.45296e-60
-1.99639 0.370195 1.54855e-54
0.486829 0.0691044 1.40628e-52
-1.50658 0.445042 1.67703e-43
0.254076 0.130933 2.33264e-41
-0.237614 0.2093 3.09076e-40
-1.94494 0.700946 5.41954e-39
-1.44379 0.550139 8.79587e-38
-1.8959 0.769117 2.03996e-36
-1.4335 0.604202 1.43518e-35
-0.3547 0.281804 2.52451e-35
-0.813542 0.40304 2.62489e-35
-1.86234 0.817691 9.51713e-35
-1.59365 0.738793 2.09148e-33
-1.43467 0.730705 1.39937e-31
-0.99773 0.57933 2.64024e-30
-1.99534 1.13371 3.18248e-30
-0.21166 0.315138 5.42174e-30
-1.66812 0.946909 1.57082e-29
-0.986302 0.61209 5.55364e-29
-1.93036 1.20266 1.7558e-28
-0.810666 0.565718 6.9618e-28
1.21678 0.0981312 1.27173e-27
-1.86763 1.21823 1.46631e-27
-1.43531 0.961938 2.1637e-26
-1.08909 0.794568 2.41886e-25
-1.18357 0.85541 2.89325e-25
-0.899661 0.6957 3.76071e-25
-0.974624 0.74407 5.73678e-25
-0.181425 0.393959 1.38531e-24
-0.949633 0.758709 2.97564e-24
-1.66249 1.3313 6.26685e-24
1.12572 0.128436 1.6465e-22
1.12859 0.129397 2.51046e-22
-1.39154 1.22326 4.52084e-22
-1.85674 1.85411 5.54079e-22
-1.45187 1.36357 2.7017e-21
-1.21876 1.16338 9.09786e-21
-1.68402 1.80287 1.31034e-20
-1.10834 1.0897 2.24614e-20
-1.53606 1.62173 3.45115e-20
0.154622 0.366343 8.71005e-20
-0.482083 0.672091 1.77021e-19
1.17993 0.152269 1.35992e-18
-0.686864 0.938805 3.77925e-17
1.95029 0.256114 4.277e-17
-1.34327 1.90266 5.02564e-17
-0.668773 0.969018 1.80198e-16
-1.24201 1.87732 3.44349e-16
-1.11159 1.7921 2.88231e-15
-0.143316 0.642242 5.70988e-15
0.466158 0.355998 1.07045e-14
-0.603076 1.04835 1.27099e-14
-0.750315 1.23321 1.40703e-14
-0.247547 0.734655 1.6106e-14
-0.438401 0.899092 2.07622e-14
-1.05278 1.93519 2.29984e-14
-0.663265 1.25396 2.02125e-13
-0.728699 1.38091 2.71723e-13
0.59396 0.341432 4.67698e-13
0.793393 0.279503 9.0452e-13
-0.765299 1.57372 9.64991e-13
-0.805511 1.7525 1.41779e-12
-0.567911 1.26334 2.78208e-12
