0.684598 0.0153964 1.76979e-88
-0.950188 0.094929 3.41242e-75
-1.99997 0.263076 2.69702e-63
-0.935422 0.181466 2.0435e-57
-0.466337 0.133684 6.04972e-56
-1.63131 0.324397 9.29584e-53
-0.987771 0.270219 3.68341e-48
-1.49588 0.399514 5.83774e-46
-1.36093 0.425503 1.13205e-42
-1.63604 0.549176 2.35358e-40
-1.88785 0.676529 4.8805e-39
-0.851151 0.356655 7.88178e-39
-1.42551 0.525748 1.39374e-38
-0.19543 0.219802 3.87808e-38
1.20962 0.0661075 7.81892e-37
-1.988 0.828587 4.58451e-36
1.32386 0.0691442 8.02108e-36
-0.56294 0.333014 3.00025e-35
-1.71575 0.730678 3.30056e-35
-0.29401 0.284042 5.25236e-34
1.76392 0.100168 7.22594e-33
-1.27642 0.635079 2.13588e-32
0.159815 0.202806 2.17504e-32
-1.0489 0.549814 3.17763e-32
0.606074 0.145372 9.79026e-31
-1.06722 0.612644 3.4852e-30
-1.78615 1.0594 5.75707e-29
-0.442743 0.406501 1.16645e-28
-1.61445 1.03294 2.33908e-27
-0.00103587 0.295066 3.35147e-27
1.63683 0.121129 1.6403e-26
-1.93653 1.37691 1.8388e-26
-1.82238 1.29508 4.05835e-26
0.304179 0.241068 8.12287e-26
-1.89249 1.41964 1.51209e-25
-1.81182 1.35773 2.62778e-25
1.79106 0.147498 1.16305e-24
-1.63214 1.30784 7.34676e-24
-1.43272 1.1298 9.76327e-24
-1.38512 1.14331 5.37771e-23
0.224585 0.296303 8.06412e-23
-1.16304 0.97387 8.5042e-23
-1.8865 1.80335 1.47099e-22
-1.49315 1.30251 2.27383e-22
-0.922731 0.830789 2.77292e-22
-1.59316 1.48947 9.72028e-22
-0.90916 0.872823 2.86602e-21
-1.00863 0.952864 3.60172e-21
-1.39866 1.36269 9.76247e-21
0.772768 0.18987 1.10676e-20
-1.60303 1.66842 1.38243e-20
-0.991494 0.977029 1.47307e-20
-1.53175 1.58142 2.00345e-20
-1.48817 1.52397 2.23222e-20
-0.985463 0.986209 2.44709e-20
-1.14931 1.13938 2.97764e-20
1.72163 0.175747 7.3012e-20
-1.39074 1.5017 1.59624e-19
-1.47525 1.7713 8.66968e-19
0.173085 0.380969 1.01966e-18
-1.01772 1.20188 5.42257e-18
-1.32527 1.71053 1.24154e-17
0.131069 0.437918 7.08735e-17
-0.456741 0.775451 8.62566e-17
-1.00768 1.33646 1.17896e-16
-0.601903 0.9046 1.48946e-16
0.592395 0.290347 4.38427e-16
-1.13073 1.92529 4.39584e-15
-1.09965 1.82576 4.53947e-15
-0.411313 0.842017 6.09782e-15
-0.595939 1.02655 8.37193e-15
-0.817096 1.32024 1.14035e-14
-0.999498 1.72172 1.79249e-14
-0.723001 1.25854 4.44012e-14
-1.01184 1.9651 5.65168e-14
0.0228859 0.587738 9.62349e-14
-0.972436 1.92713 1.05497e-13
